Car_ID,Make,Model,Price,Year,Fuel Type,Location,Transmission
923,Hyundai,i20 Asta 1.4 AT with AVN,310000,2011,Petrol,Mumbai,Automatic
924,Renault,Kwid RXT [2015-2019],315000,2017,Petrol,Thane,Manual
925,Honda,City V,775000,2018,Petrol,Noida,Manual
926,Maruti Suzuki,DZire VXi AMT,625000,2017,Petrol,Chennai,Automatic
927,Hyundai,Creta SX Plus 1.6 CRDI Dual Tone,775000,2015,Diesel,Raipur,Manual
928,Toyota,Innova 2.4 G 7 STR [2016-2017],1549000,2018,Diesel,Karnal,Manual
929,BMW,3-Series 320d Prestige,1679000,2016,Diesel,Delhi,Automatic
930,Maruti Suzuki,Swift ZXi AMT [2018-2019],725000,2019,Petrol,Mumbai,Automatic
931,Hyundai,Verna Fluidic 1.6 CRDi SX,540000,2014,Diesel,Lucknow,Manual
932,Volkswagen,Polo Highline1.2L (D),350000,2014,Diesel,Ambala Cantt,Manual
933,Volvo,V40 D3 R-Design,1689999,2015,Diesel,Coimbatore,Automatic
934,Nissan,Magnite XL,625000,2021,Petrol,Zirakpur,Manual
935,Maruti Suzuki,Celerio ZXi [2019-2020],475000,2019,Petrol,Muzaffurpur,Manual
936,Kia,Seltos HTK Plus 1.5 Diesel,1650000,2021,Diesel,Raipur,Manual
937,Hyundai,Santro Era,409999,2019,Petrol,Zirakpur,Manual
938,Hyundai,i20 Sportz 1.2 (O),275000,2011,Petrol,Delhi,Manual
939,Land Rover,Range Rover Sport SDV6 S,5900000,2014,Diesel,Mumbai,Automatic
940,Toyota,Innova 2.4 VX 7 STR [2016-2020],2100000,2017,Diesel,Hyderabad,Manual
941,BMW,5-Series 520d Luxury Line [2017-2019],2750000,2017,Diesel,Navi Mumbai,Automatic
942,Maruti Suzuki,Ignis Zeta 1.2 AMT,545000,2017,Petrol,Delhi,Automatic
943,Tata,Safari 2.2 VX 4x2,740000,2015,Diesel,Hyderabad,Manual
944,Mercedes-Benz,E-Class E 200,2400000,2016,Petrol,Nashik,Automatic
945,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,Diesel,Pune,Automatic
946,Maruti Suzuki,Swift VXi,465000,2014,Petrol,Mohali,Manual
947,Fiat,Punto Active 1.3,375000,2014,Diesel,Hyderabad,Manual
948,Audi,Q3 30 TDI Premium FWD,2900000,2017,Diesel,Chennai,Automatic
949,Honda,WR-V VX MT Petrol,795000,2018,Petrol,Mumbai,Manual
950,Mercedes-Benz,C-Class C 300d AMG line,5250000,2020,Diesel,Mumbai,Automatic
951,Audi,A3 35 TDI Premium,2900000,2019,Diesel,Mumbai,Automatic
952,Mercedes-Benz,GLA 200 Sport,2250000,2015,Petrol,Pune,Automatic
953,Honda,City VX CVT Petrol [2017-2019],1050000,2017,Petrol,Bangalore,Automatic
954,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],765000,2021,Petrol,Bangalore,Manual
955,Maruti Suzuki,S-Cross Sigma 1.3,675000,2017,Diesel,Coimbatore,Manual
956,Audi,A6 35 TDI Matrix,2400000,2015,Diesel,Jaipur,Automatic
957,Maruti Suzuki,Eeco 7 STR [2019-2020],509999,2019,Petrol,Thane,Manual
958,Mahindra,XUV700 AX 7 Diesel AT AWD Luxury Pack 7 STR,2750000,2022,Diesel,Jaipur,Automatic
959,Audi,A7 Sportback 3.0 TDI quattro,2600000,2012,Diesel,Lucknow,Automatic
960,Honda,City 1.5 V AT,495000,2012,Petrol,Pune,Automatic
961,Audi,Q7 35 TDI Premium + Sunroof,2400000,2014,Diesel,Mumbai,Automatic
962,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],495000,2018,Petrol,Mumbai,Manual
963,Land Rover,Discovery Sport HSE 7-Seater,4200000,2018,Diesel,Raipur,Automatic
964,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2550000,2017,Diesel,Delhi,Automatic
965,Maruti Suzuki,Swift DZire LDI,480000,2016,Diesel,Lucknow,Manual
966,Hyundai,Creta 1.6 SX (O),1750000,2021,Diesel,Kanpur,Manual
967,Maruti Suzuki,Ertiga ZDI + SHVS,850000,2019,Diesel,Lucknow,Manual
968,Hyundai,Santro Sportz AMT [2018-2020],434999,2019,Petrol,Ranchi,Automatic
969,Hyundai,Venue SX (O) 1.0 Turbo iMT,1070000,2021,Petrol,Delhi,Manual
970,Honda,City ZX CVT Petrol,1530000,2022,Petrol,Delhi,Automatic
971,Hyundai,Creta SX 1.5 Diesel [2020-2022],1598000,2020,Diesel,Mumbai,Manual
972,Hyundai,Verna 1.6 VTVT SX,645000,2016,Petrol,Delhi,Manual
973,Mercedes-Benz,C-Class 220 CDI Sport,1100000,2012,Diesel,Kanpur,Automatic
974,Maruti Suzuki,Swift DZire ZDI AMT,650000,2017,Diesel,Navi Mumbai,Automatic
975,Volkswagen,Vento Highline Diesel,545000,2013,Diesel,Bangalore,Manual
976,Honda,City V Petrol,1095000,2022,Petrol,Delhi,Manual
977,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],1975000,2018,Diesel,Ahmedabad,Automatic
978,Rolls-Royce,Ghost 6.5,18000000,2011,Petrol,Mumbai,Automatic
979,Audi,Q3 35 TDI Technology with Navigation,1839000,2017,Diesel,Mumbai,Automatic
980,Skoda,Superb L&K TSI AT,1500000,2016,Petrol,Raipur,Automatic
981,Audi,Q3 35 TDI quattro Premium Plus,2100000,2017,Diesel,Gurgaon,Automatic
982,Volkswagen,Polo Comfortline 1.5L (D),345000,2015,Diesel,Faridabad,Manual
983,Honda,City V,850000,2018,Petrol,Gurgaon,Manual
984,Hyundai,Creta SX 1.6 AT CRDi,1425000,2018,Diesel,Mumbai,Automatic
985,Hyundai,Elite i20 Asta 1.2,675000,2017,Petrol,Hyderabad,Manual
986,Mahindra,XUV300 1.5 W6 [2019-2020],925000,2019,Diesel,Jalandhar,Manual
987,Hyundai,Eon Era +,210000,2014,Petrol,Lucknow,Manual
988,Tata,Nexon XM,760000,2018,Petrol,Pune,Manual
989,Hyundai,Verna 1.6 CRDI SX,640000,2015,Diesel,Mumbai,Manual
990,Maruti Suzuki,Swift VXi,340000,2013,Petrol,Meerut,Manual
991,Land Rover,Discovery Sport SE R-Dynamic,5995000,2020,Diesel,Indore,Automatic
992,Nissan,Teana 250XL,550000,2013,Petrol,Pune,Automatic
993,Honda,City S Petrol,695000,2017,Petrol,Thane,Manual
994,Ford,Figo Trend 1.5L TDCi [2015-2016],465000,2015,Diesel,Jaipur,Manual
995,Toyota,Glanza V,735000,2019,Petrol,Jaipur,Manual
996,Mercedes-Benz,E-Class E 200 Avantgarde,1300000,1988,Petrol,Dehradun,Automatic
997,Hyundai,Alcazar Prestige 7 STR 1.5 Diesel,1848999,2021,Diesel,Karnal,Manual
998,Honda,City V,685000,2016,Petrol,Ahmedabad,Manual
999,Hyundai,Santa Fe 2WD AT [2014-2017],875000,2014,Diesel,Delhi,Automatic
1000,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2039999,2018,Diesel,Delhi,Automatic
1001,Toyota,Glanza G,700000,2019,Petrol,Zirakpur,Manual
1002,Maruti Suzuki,Wagon R VXi 1.2,550000,2020,Petrol,Varanasi,Manual
1003,Hyundai,Santa Fe 2WD AT [2014-2017],825000,2015,Diesel,Delhi,Automatic
1004,Toyota,Innova 2.4 ZX 7 STR [2016-2020],3100000,2021,Diesel,Bangalore,Manual
1005,Audi,A6 2.0 TDI Premium,1400000,2013,Diesel,Pune,Automatic
1006,Maruti Suzuki,Swift VXi,425000,2015,Petrol,Noida,Manual
1007,Lexus,NX 300h Luxury [2017-2020],4375000,2018,Petrol,Delhi,Automatic
1008,Toyota,Innova ZX 2.4 AT 7 STR,3000000,2021,Diesel,Mumbai,Automatic
1009,Mercedes-Benz,GLC 200 Progressive,6600000,2021,Petrol,Bangalore,Automatic
1010,Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],640000,2016,Diesel,Delhi,Manual
1011,Hyundai,Santro GL (CNG),275000,2013,CNG,Delhi,Manual
1012,Hyundai,Elite i20 Sportz 1.2 [2016-2017],695000,2019,Petrol,Mumbai,Manual
1013,Honda,City 1.5 V AT,245000,2010,Petrol,Gurgaon,Automatic
1014,Renault,Duster 110 PS RxL,690000,2016,Diesel,Delhi,Manual
1015,Volkswagen,Taigun Highline 1.0 TSI AT,1500000,2021,Petrol,Hyderabad,Automatic
1016,Maruti Suzuki,Alto VXi,270000,2014,Petrol,Pune,Manual
1017,Hyundai,i20 Active 1.4 S,545000,2016,Diesel,Jamshedpur,Manual
1018,MG,Hector Plus Sharp 1.5 DCT Petrol,1875000,2021,Petrol,Faridabad,Automatic
1019,Renault,Kwid RXT [2015-2019],254999,2016,Petrol,Varanasi,Manual
1020,BMW,3-Series 320d Sport Line [2014-2016],2000000,2014,Diesel,Mohali,Automatic
1021,Land Rover,Discovery HSE,2785000,2016,Diesel,Delhi,Automatic
1022,Mahindra,Thar LX 4-STR Hard Top Diesel MT,1800000,2021,Diesel,Pune,Manual
1023,Honda,City 1.5 V AT,475000,2012,Petrol,Pune,Automatic
1024,Hyundai,Elite i20 Sportz 1.2 (O),650000,2020,Petrol,Lucknow,Manual
1025,Toyota,Fortuner 3.0 4x4 MT,1199000,2012,Diesel,Kolkata,Manual
1026,Hyundai,Santa Fe 4 WD (AT),650000,2013,Diesel,Jaipur,Automatic
1027,Mahindra,Scorpio S2,795000,2015,Diesel,Purnea,Manual
1028,Mercedes-Benz,C-Class C 200 Avantgarde,2385000,2015,Petrol,Pune,Automatic
1029,Audi,Q5 2.0 TDI quattro Premium,1700000,2014,Diesel,Ahmedabad,Automatic
1030,Hyundai,Verna Fluidic 1.6 VTVT SX Opt,380000,2012,Petrol,Mumbai,Manual
1031,Renault,Kwid 1.0 RXT [2016-2019],295000,2016,Petrol,Hyderabad,Manual
1032,Tata,Harrier XZ,1750000,2020,Diesel,Ahmedabad,Manual
1033,Mahindra,Thar CRDe 4x4 Non AC,525000,2015,Diesel,Ambala Cantt,Manual
1034,Volkswagen,Vento Highline Petrol,275000,2011,Petrol,Delhi,Manual
1035,Audi,A3 35 TFSI Premium Plus,2180000,2018,Petrol,Delhi,Automatic
1036,Ford,Mustang GT Fastback 5.0L v8,8000000,2017,Petrol,Chennai,Automatic
1037,Jaguar,F-Pace Prestige,4325000,2018,Diesel,Ahmedabad,Automatic
1038,Maruti Suzuki,Ritz Vdi BS-IV,120000,2009,Diesel,Kanpur,Manual
1039,Maruti Suzuki,Alto LXi CNG,155000,2009,CNG,Kanpur,Manual
1040,Maruti Suzuki,DZire ZXi Plus AMT,735000,2018,Petrol,Mumbai,Automatic
1041,Skoda,Rapid Style 1.6 MPI AT,900000,2018,Petrol,Pune,Automatic
1042,Skoda,Superb Elegance 1.8 TSI AT,795000,2014,Petrol,Delhi,Automatic
1043,MINI,Cooper D 3 Door,3300000,2018,Diesel,Delhi,Automatic
1044,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3775000,2020,Diesel,Mumbai,Automatic
1045,Mahindra,Xylo D4,325000,2012,Diesel,Patna,Manual
1046,Maruti Suzuki,Vitara Brezza VDi,725000,2017,Diesel,Navi Mumbai,Manual
1047,Lexus,LX SUV Petrol,2100000,2007,Petrol,Mumbai,Automatic
1048,Volvo,S60 Kinetic D4,994999,2012,Diesel,Hyderabad,Automatic
1049,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],785000,2018,Diesel,Mohali,Manual
1050,Porsche,Macan S [2019-2020],7500000,2020,Petrol,Ahmedabad,Automatic
1051,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2799000,2019,Diesel,Delhi,Automatic
1052,Maruti Suzuki,Wagon R VXI,390000,2018,Petrol,Kolkata,Manual
1053,Porsche,Macan Base [2019-2020],9000000,2019,Petrol,Hyderabad,Automatic
1054,Maruti Suzuki,Baleno Zeta 1.2 AT,675000,2017,Petrol,Pune,Automatic
1055,Maruti Suzuki,Eeco 5 STR [2014-2019],320000,2015,Petrol,Ranchi,Manual
1056,Maruti Suzuki,Baleno Zeta 1.2 AT,840000,2020,Petrol,Chennai,Automatic
1057,Maruti Suzuki,Wagon R VXI,310000,2015,Petrol,Ranchi,Manual
1058,Maruti Suzuki,Ertiga LXI,795000,2017,Petrol,Delhi,Manual
1059,Maruti Suzuki,Wagon R LXI CNG,310000,2015,CNG,Delhi,Manual
1060,Toyota,Glanza G,860000,2021,Petrol,Bangalore,Manual
1061,Hyundai,i10 Magna 1.2 Kappa2,390000,2015,Petrol,Patna,Manual
1062,BMW,3-Series 320d Highline Sedan,1200000,2012,Diesel,Ahmedabad,Automatic
1063,Maruti Suzuki,Swift DZire LDI,520000,2018,Diesel,Bhubaneswar,Manual
1064,Mercedes-Benz,S-Class 280 AT,1200000,2000,Petrol,Dehradun,Automatic
1065,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],675000,2018,Diesel,Lucknow,Manual
1066,Maruti Suzuki,S-Presso VXi,475000,2021,Petrol,Thane,Manual
1067,Maruti Suzuki,Alto 800 Lxi,265000,2017,Petrol,Lucknow,Manual
1068,Skoda,Rapid Ambition 1.6 TDI CR MT,950000,2019,Diesel,Coimbatore,Manual
1069,Toyota,Fortuner 3.0 4x2 AT,1750000,2014,Diesel,Jalandhar,Automatic
1070,Audi,A3 35 TDI Premium Plus + Sunroof,2225000,2016,Diesel,Mumbai,Automatic
1071,Jeep,Compass Sport 1.4 Petrol,1748999,2021,Petrol,Karnal,Manual
1072,Mercedes-Benz,M-Class ML 250 CDI,2250000,2014,Diesel,Delhi,Automatic
1073,Hyundai,Elite i20 Asta 1.2 (O) [2016],690000,2017,Petrol,Nashik,Manual
1074,Maruti Suzuki,Baleno Zeta 1.2,561000,2017,Petrol,Noida,Manual
1075,Hyundai,i20 Asta 1.2,299000,2011,Petrol,Panvel,Manual
1076,Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],1580000,2020,Diesel,Pune,Manual
1077,Maruti Suzuki,Swift DZire VXI AT,595000,2017,Petrol,Mumbai,Automatic
1078,Land Rover,Discovery 3.0 TDV6 HSE,4390000,2013,Diesel,Mumbai,Automatic
1079,Hyundai,i20 Asta 1.2,235000,2009,Petrol,Coimbatore,Manual
1080,Hyundai,i20 Magna (O) 1.2,450000,2014,Petrol,Ahmedabad,Manual
1081,BMW,5-Series 520d Modern Line,2299000,2014,Diesel,Mumbai,Automatic
1082,Mercedes-Benz,GLE 250 d,4590000,2018,Diesel,Delhi,Automatic
1083,Audi,Q3 35 TDI Technology,2150000,2016,Diesel,Bangalore,Automatic
1084,Kia,Seltos GTX Plus 1.4 DCT,1850000,2020,Petrol,Bangalore,Automatic
1085,Hyundai,Elantra SX (O) 2.0 AT,1175000,2017,Petrol,Mumbai,Automatic
1086,Maruti Suzuki,Wagon R VXi,250000,2012,Petrol,Kanpur,Manual
1087,Hyundai,Accent Executive,400000,2015,Petrol,Mumbai,Manual
1088,Audi,Q5 35 TDI Premium Plus,4000000,2018,Diesel,Chennai,Automatic
1089,Hyundai,Creta SX 1.6 CRDi,1100000,2018,Diesel,Pune,Manual
1090,Hyundai,i10 Sportz 1.2 Kappa2,395000,2016,Petrol,Mumbai,Manual
1091,Maruti Suzuki,S-Presso VXi Plus,425000,2021,Petrol,Panchkula,Manual
1092,Toyota,Innova 2.4 ZX 7 STR [2016-2020],2190000,2017,Diesel,Chennai,Manual
1093,Lexus,ES 300h Exquisite [2020-2021],4800000,2020,Hybrid,Mumbai,Automatic
1094,Maruti Suzuki,Swift DZire LXI (O),421000,2017,Petrol,Faridabad,Manual
1095,Hyundai,i20 Active 1.2 SX,560000,2016,Petrol,Mumbai,Manual
1096,Honda,Civic 1.8V MT,777000,2014,Petrol,Patna,Manual
1097,Audi,Q3 35 TDI quattro Technology,3250000,2019,Diesel,Hyderabad,Automatic
1098,Mahindra,Scorpio S10,875000,2014,Diesel,Mumbai,Manual
1099,Maruti Suzuki,Ciaz Alpha 1.4 MT,899000,2018,Petrol,Bangalore,Manual
1100,Renault,Duster 85 PS RxL,425000,2015,Diesel,Kanpur,Manual
1101,Maruti Suzuki,S-Presso VXi (O),425000,2019,Petrol,Mirzapur,Manual
1102,MINI,Countryman Cooper S JCW Inspired,3875000,2021,Petrol,Delhi,Automatic
1103,Honda,City 1.5 S MT,500000,2013,Petrol,Chennai,Manual
1104,Toyota,Fortuner 3.0 4x2 MT,1225000,2012,Diesel,Jalandhar,Manual
1105,Toyota,Innova 2.7 ZX AT 7 STR,1789999,2017,Petrol,Delhi,Automatic
1106,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],240000,2013,Petrol,Faizabad,Manual
1107,Volkswagen,Polo Comfortline 1.2L (P),240000,2010,Petrol,Ludhiana,Manual
1108,Honda,Amaze 1.5 VX i-DTEC,935000,2019,Diesel,Hyderabad,Manual
1109,Maruti Suzuki,Baleno Alpha Automatic,775000,2018,Petrol,Mumbai,Automatic
1110,Mahindra,Scorpio S4 1.99 [2016-2017],950000,2017,Diesel,Patna,Manual
1111,Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,549000,2018,Petrol,Hyderabad,Automatic
1112,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],645000,2021,CNG,Mumbai,Manual
1113,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3400000,2018,Diesel,Hyderabad,Automatic
1114,Hyundai,Elite i20 Sportz 1.2 [2016-2017],645000,2019,Petrol,Mumbai,Manual
1115,BMW,5-Series 520d M Sport,2600000,2016,Diesel,Delhi,Automatic
1116,Audi,A4 2.0 TDI (177bhp) Premium,1375000,2011,Diesel,Chennai,Automatic
1117,Honda,City V CVT Petrol [2017-2019],1340000,2021,Petrol,Mumbai,Automatic
1118,Maruti Suzuki,Swift ZXi Plus [2018-2019],840000,2020,Petrol,Bangalore,Manual
1119,Maruti Suzuki,Swift DZire VXI,525000,2014,Petrol,Salem,Manual
1120,Maruti Suzuki,Eeco 7 STR STD (O),625000,2022,Petrol,Hyderabad,Manual
1121,Hyundai,Eon Sportz,215000,2012,Petrol,Mumbai,Manual
1122,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],595000,2019,Petrol,Hyderabad,Manual
1123,Audi,A4 Premium Plus 40 TFSI,4150000,2022,Petrol,Delhi,Automatic
1124,Maruti Suzuki,Swift VDi,750000,2018,Diesel,Hyderabad,Manual
1125,Ford,Ecosport Titanium 1.5 Ti-VCT,550000,2013,Petrol,Indore,Manual
1126,Renault,Duster 110 PS RXZ 4X2 MT Diesel,450000,2016,Diesel,Ranchi,Manual
1127,BMW,X5 xDrive30d Pure Experience (5 Seater),4175000,2016,Diesel,Chandigarh,Automatic
1128,Jaguar,XE Prestige Diesel,2700000,2018,Diesel,Chandigarh,Automatic
1129,Mercedes-Benz,GLE 350 d,6150000,2018,Diesel,Chandigarh,Automatic
1130,Volkswagen,Polo Comfortline 1.2L (P),565000,2014,Petrol,Bangalore,Manual
1131,Maruti Suzuki,Alto VXi [2014-2019],369000,2017,Petrol,Mumbai,Manual
1132,Toyota,Yaris V CVT,1090000,2019,Petrol,Pune,Automatic
1133,Honda,WR-V VX MT Petrol,580000,2017,Petrol,Guwahati,Manual
1134,BMW,X1 sDrive20d xLine,2199000,2016,Diesel,Surat,Automatic
1135,Mahindra,Scorpio S11 2WD 7 STR,1251000,2018,Diesel,Ranchi,Manual
1136,Honda,Amaze 1.2 SX i-VTEC,540000,2017,Petrol,Meerut,Manual
1137,Maruti Suzuki,XL6 Zeta MT Petrol,1245000,2021,Petrol,Udupi,Manual
1138,BMW,3-Series 330i M Sport Edition,4749000,2020,Petrol,Mumbai,Automatic
1139,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,365000,2014,Petrol,Ernakulam,Manual
1140,BMW,2 Series Gran Coupe 220d M Sport [2020-2021],4300000,2020,Diesel,Pune,Automatic
1141,Maruti Suzuki,Vitara Brezza VDi,825000,2019,Diesel,Ludhiana,Manual
1142,Volkswagen,Polo GT TDI,325000,2013,Diesel,Lucknow,Manual
1143,Tata,Tiago Revotron XM (O) [2016-2019],400000,2018,Petrol,Kanpur,Manual
1144,Land Rover,Evoque HSE Dynamic,3600000,2018,Diesel,Delhi,Automatic
1145,Mahindra,Scorpio LX BS-IV,671000,2013,Diesel,Patna,Manual
1146,Mercedes-Benz,GLC 220 d Progressive,3400000,2018,Diesel,Delhi,Automatic
1147,BMW,7-Series 730Ld,3200000,2014,Diesel,Pune,Automatic
1148,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,775000,2017,Petrol,Surat,Automatic
1149,Mercedes-Benz,M-Class 350 CDI,2150000,2014,Diesel,Ahmedabad,Automatic
1150,Land Rover,Discovery 2.0 HSE 4WD Diesel,4700000,2020,Diesel,Delhi,Automatic
1151,Ford,Ikon DuraTorq 1.4 TDCi,145000,2009,Diesel,Unnao,Manual
1152,MINI,Cooper D 5 Door,3590000,2020,Diesel,Coimbatore,Automatic
1153,Toyota,Corolla Altis 1.8 G,375000,2011,Petrol,Faridabad,Manual
1154,Hyundai,Verna Fluidic 1.6 VTVT SX AT,645000,2015,Petrol,Mumbai,Automatic
1155,Toyota,Vellfire Hybrid,11500000,2022,Hybrid,Delhi,Automatic
1156,Maruti Suzuki,Celerio ZXi,509999,2015,Petrol,Bangalore,Manual
1157,Hyundai,Elantra 1.8 SX AT,545000,2013,Petrol,Mumbai,Automatic
1158,Honda,City V,835000,2018,Petrol,Pune,Manual
1159,Renault,Duster 85 PS RXS 4X2 MT Diesel,960000,2018,Diesel,Bangalore,Manual
1160,Maruti Suzuki,Celerio VXi [2019-2020],540000,2019,Petrol,Chennai,Manual
1161,Kia,Seltos HTK Plus 1.5 iMT,1475000,2022,Petrol,Delhi,Manual
1162,Jaguar,XJ 3.0 V6 Portfolio,3600000,2014,Diesel,Pune,Automatic
1163,Hyundai,Verna 1.6 CRDI SX (O),1175000,2018,Diesel,Jaipur,Manual
1164,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,475000,2014,Petrol,Mumbai,Automatic
1165,Audi,Q8 Celebration,9900000,2021,Petrol,Hyderabad,Automatic
1166,Maruti Suzuki,Swift LXi,650000,2022,Petrol,Delhi,Manual
1167,BMW,X4 xDrive30d M Sport X [2019-2020],6100000,2021,Diesel,Mumbai,Automatic
1168,Hyundai,i10 Sportz 1.2 AT Kappa2,370000,2013,Petrol,Pune,Automatic
1169,Honda,City VX (O) MT BL,875000,2018,Petrol,Patna,Manual
1170,Maruti Suzuki,DZire VDi AMT,695000,2018,Diesel,Warangal,Automatic
1171,Tata,Harrier XZA Plus,2275000,2022,Diesel,Mumbai,Automatic
1172,Jeep,Compass Model S (O) 1.4 Petrol DCT,2700000,2021,Petrol,Delhi,Automatic
1173,Hyundai,Verna Fluidic 1.6 CRDi SX,545000,2014,Diesel,Mohali,Manual
1174,Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],540000,2021,Petrol,Gorakhpur,Manual
1175,Skoda,Rapid Style 1.6 MPI AT,1099000,2018,Petrol,Bangalore,Automatic
1176,Hyundai,Verna 1.6 CRDI SX,1125000,2019,Diesel,Ludhiana,Manual
1177,Hyundai,Creta 1.6 SX Plus AT Petrol,1299000,2018,Petrol,Mumbai,Automatic
1178,BMW,5-Series 525d Luxury Plus,1600000,2013,Diesel,Mumbai,Automatic
1179,BMW,X6 xDrive40i M Sport,10800000,2021,Petrol,Chandigarh,Automatic
1180,Maruti Suzuki,XL6 Alpha AT Petrol,1190000,2020,Petrol,Jaipur,Automatic
1181,Tata,Tigor XZA Plus,795000,2021,Petrol,Pune,Automatic
1182,Hyundai,Verna Fluidic 1.6 CRDi SX,459999,2013,Diesel,Ahmedabad,Manual
1183,Audi,A6 35 TDI Matrix,3400000,2018,Diesel,Hyderabad,Automatic
1184,Hyundai,Creta E Plus 1.6 Petrol,1050000,2018,Petrol,Hyderabad,Manual
1185,Hyundai,i20 Magna 1.2,385000,2014,Petrol,Hyderabad,Manual
1186,Honda,City S Diesel,585000,2015,Diesel,Ranchi,Manual
1187,Audi,A3 35 TDI Premium + Sunroof,1650000,2014,Diesel,Mumbai,Automatic
1188,Maruti Suzuki,Swift VXi [2014-2017],625000,2020,Petrol,Kollam,Manual
1189,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],910000,2019,Petrol,Delhi,Manual
1190,Mahindra,XUV500 W11,1275000,2018,Diesel,Ranchi,Manual
1191,Hyundai,Elite i20 Magna 1.2 [2016-2017],585000,2017,Petrol,Delhi,Manual
1192,Mahindra,Thar CRDe 4x4 Non AC,1035000,2017,Diesel,Mysore,Manual
1193,Hyundai,Elite i20 Asta 1.2 IVT,1075000,2021,Petrol,Mumbai,Automatic
1194,Hyundai,Creta SX 1.5 Diesel [2020-2022],1650000,2020,Diesel,Ahmedabad,Manual
1195,Audi,A4 2.0 TDI (143bhp),1575000,2014,Diesel,Delhi,Automatic
1196,BMW,X3 xDrive20d,1950000,2014,Diesel,Chandigarh,Automatic
1197,BMW,5-Series 520d Luxury Line [2017-2019],6390000,2022,Diesel,Mumbai,Automatic
1198,Hyundai,Creta 1.4 S Plus,1080000,2019,Diesel,Bhopal,Manual
1199,Audi,Q7 45 TDI Premium Plus,5500000,2017,Diesel,Gurgaon,Automatic
1200,Hyundai,Venue SX (O) 1.5 CRDi,1080000,2020,Diesel,Jalandhar,Manual
1201,Mahindra,XUV500 W6,800000,2015,Diesel,Mumbai,Manual
1202,Datsun,Go Plus T,335000,2017,Petrol,Lucknow,Manual
1203,Hyundai,Venue SX 1.0 Turbo iMT,1185000,2021,Petrol,Jaipur,Manual
1204,Hyundai,Elite i20 Sportz 1.2 IVT,894999,2021,Petrol,Mumbai,Automatic
1205,Honda,Amaze 1.2 S CVT Petrol [2018-2020],650000,2019,Petrol,Varanasi,Automatic
1206,Hyundai,i20 Sportz 1.4 CRDI,550000,2014,Diesel,Bangalore,Manual
1207,Maruti Suzuki,Baleno Delta 1.3,550000,2016,Diesel,Kanpur,Manual
1208,Audi,Q3 35 TDI Premium + Sunroof,1650000,2016,Diesel,Jaipur,Automatic
1209,Skoda,Kushaq Style 1.0L TSI MT,1600000,2022,Petrol,Mumbai,Manual
1210,Hyundai,Verna 1.6 VTVT SX (O),1175000,2019,Petrol,Delhi,Manual
1211,Mitsubishi,Pajero Select Plus AT,1995000,2018,Diesel,Kota,Automatic
1212,Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],575000,2016,Diesel,Patna,Manual
1213,MG,Hector Sharp 2.0 Diesel Turbo MT,1975000,2021,Diesel,Hyderabad,Manual
1214,Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],1625000,2022,Diesel,Gurgaon,Manual
1215,Maruti Suzuki,Swift VXi [2014-2017],695000,2019,Petrol,Hyderabad,Manual
1216,Toyota,Yaris J CVT [2018-2020],875000,2018,Petrol,Bangalore,Automatic
1217,Skoda,Octavia 1.8 TSI Style Plus AT [2017],1495000,2017,Petrol,Mumbai,Automatic
1218,Maruti Suzuki,Swift ZXi AMT [2018-2019],725000,2019,Petrol,Pune,Automatic
1219,Hyundai,Creta E Plus 1.6 Petrol,875000,2017,Petrol,Mumbai,Manual
1220,BMW,5-Series 520d Modern Line,2250000,2014,Diesel,Bangalore,Automatic
1221,Ford,Endeavour Trend 2.2 4x2 AT,2350000,2016,Diesel,Mohali,Automatic
1222,BMW,3-Series 320d Prestige,2690000,2019,Diesel,Delhi,Automatic
1223,Maruti Suzuki,Ciaz VDi+ SHVS,695000,2016,Diesel,Hyderabad,Manual
1224,Honda,City V,600000,2014,Petrol,Jaipur,Manual
1225,Maruti Suzuki,Wagon R LXI CNG,375000,2015,CNG,Mumbai,Manual
