Spec_ID,Car_ID,Engine,Max Power,Max Torque,Drivetrain
997,997,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
998,998,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
999,999,2199 cc,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,AWD
1000,1000,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD
1001,1001,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1002,1002,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1003,1003,2199 cc,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,AWD
1004,1004,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
1005,1005,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD
1006,1006,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1007,1007,2494 cc,194 bhp @ 5700 rpm,210 Nm @ 4200 rpm,AWD
1008,1008,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD
1009,1009,1991 cc,194 bhp @ 5500 rpm,320 Nm @ 1650 rpm,RWD
1010,1010,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1011,1011,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD
1012,1012,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1013,1013,1497 cc,118@6600,146@4600,FWD
1014,1014,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD
1015,1015,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD
1016,1016,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1017,1017,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1018,1018,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD
1019,1019,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
1020,1020,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD
1021,1021,2993 cc,245 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD
1022,1022,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
1023,1023,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
1024,1024,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1025,1025,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD
1026,1026,2199 cc,195 bhp @ 4000 rpm,436 Nm @ 1800 rpm,AWD
1027,1027,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD
1028,1028,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD
1029,1029,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1030,1030,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1031,1031,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
1032,1032,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1033,1033,2498 cc,105@3800,247@1800,AWD
1034,1034,999 cc,124 bhp @ 6000 rpm,,FWD
1035,1035,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD
1036,1036,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD
1037,1037,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
1038,1038,1248 cc,75@4000,190@2000,FWD
1039,1039,796 cc,39 bhp @ 6200 rpm,54 Nm @ 3000 rpm,FWD
1040,1040,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1041,1041,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD
1042,1042,1798 cc,158 bhp @ 4500 rpm,250 Nm @ 1500 rpm,FWD
1043,1043,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD
1044,1044,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD
1045,1045,2489 cc,95@3600,220@1400,FWD
1046,1046,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1047,1047,999 cc,124 bhp @ 6000 rpm,,FWD
1048,1048,1984 cc,165 bhp @ 3500 rpm,400 Nm @ 2750 rpm,FWD
1049,1049,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1050,1050,2995 cc,349 bhp @ 5400 rpm,480 Nm @ 1360 rpm,AWD
1051,1051,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD
1052,1052,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1053,1053,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD
1054,1054,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1055,1055,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
1056,1056,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1057,1057,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1058,1058,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1059,1059,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
1060,1060,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1061,1061,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1062,1062,999 cc,124 bhp @ 6000 rpm,,FWD
1063,1063,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1064,1064,999 cc,124 bhp @ 6000 rpm,,FWD
1065,1065,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1066,1066,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD
1067,1067,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1068,1068,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD
1069,1069,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD
1070,1070,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
1071,1071,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD
1072,1072,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD
1073,1073,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1074,1074,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1075,1075,999 cc,124 bhp @ 6000 rpm,,FWD
1076,1076,999 cc,124 bhp @ 6000 rpm,,FWD
1077,1077,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1078,1078,999 cc,124 bhp @ 6000 rpm,,FWD
1079,1079,1197 cc,80@5200,112@4000,FWD
1080,1080,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD
1081,1081,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD
1082,1082,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD
1083,1083,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1084,1084,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD
1085,1085,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD
1086,1086,998 cc,68@6200,90@3500,FWD
1087,1087,1495 cc,94 bhp @ 5500 rpm,125 Nm @ 3500 rpm,FWD
1088,1088,999 cc,124 bhp @ 6000 rpm,,FWD
1089,1089,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
1090,1090,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1091,1091,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD
1092,1092,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
1093,1093,2487 cc,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,FWD
1094,1094,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1095,1095,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1096,1096,999 cc,124 bhp @ 6000 rpm,,FWD
1097,1097,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD
1098,1098,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
1099,1099,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1100,1100,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
1101,1101,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD
1102,1102,1998 cc,189 bhp @ 4400 rpm,280 Nm @ 1350 rpm,FWD
1103,1103,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
1104,1104,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD
1105,1105,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD
1106,1106,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD
1107,1107,999 cc,124 bhp @ 6000 rpm,,FWD
1108,1108,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1109,1109,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1110,1110,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
1111,1111,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1112,1112,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
1113,1113,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1114,1114,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1115,1115,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1116,1116,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD
1117,1117,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1118,1118,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1119,1119,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1120,1120,1196 cc,72 bhp @ 6000 rpm,98 Nm @ 3000 rpm,RWD
1121,1121,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
1122,1122,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1123,1123,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD
1124,1124,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1125,1125,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD
1126,1126,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD
1127,1127,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
1128,1128,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD
1129,1129,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD
1130,1130,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD
1131,1131,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1132,1132,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD
1133,1133,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1134,1134,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
1135,1135,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD
1136,1136,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
1137,1137,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1138,1138,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD
1139,1139,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1140,1140,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD
1141,1141,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1142,1142,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD
1143,1143,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD
1144,1144,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
1145,1145,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD
1146,1146,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD
1147,1147,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD
1148,1148,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD
1149,1149,2987 cc,234@3800,535@1600,AWD
1150,1150,1999 cc,237 bhp @ 4000 rpm,430 Nm @ 1400 rpm,AWD
1151,1151,1399 cc,68@4000,160@2000,FWD
1152,1152,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD
1153,1153,1794 cc,132@6000,170@4200,FWD
1154,1154,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1155,1155,2494 cc,115 bhp @ 4700 rpm,198 Nm @ 2800 rpm,AWD
1156,1156,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1157,1157,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,FWD
1158,1158,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1159,1159,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
1160,1160,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1161,1161,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD
1162,1162,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD
1163,1163,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1164,1164,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1165,1165,2995 cc,335 bhp @ 5000 rpm,500 Nm @ 1370 rpm,AWD
1166,1166,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD
1167,1167,2993 cc,260 bhp @ 4000 rpm,620 Nm @ 2000 rpm,AWD
1168,1168,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1169,1169,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1170,1170,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1171,1171,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1172,1172,1368 cc,161 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD
1173,1173,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1174,1174,999 cc,124 bhp @ 6000 rpm,,FWD
1175,1175,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD
1176,1176,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1177,1177,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
1178,1178,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD
1179,1179,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD
1180,1180,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1181,1181,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD
1182,1182,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1183,1183,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
1184,1184,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD
1185,1185,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD
1186,1186,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1187,1187,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
1188,1188,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1189,1189,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1190,1190,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD
1191,1191,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1192,1192,2498 cc,105@3800,247@1800,AWD
1193,1193,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD
1194,1194,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1195,1195,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD
1196,1196,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD
1197,1197,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1198,1198,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD
1199,1199,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD
1200,1200,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD
1201,1201,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
1202,1202,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD
1203,1203,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
1204,1204,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD
1205,1205,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1206,1206,1396 cc,90@4000,220@1750,FWD
1207,1207,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1208,1208,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1209,1209,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD
1210,1210,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1211,1211,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD
1212,1212,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1213,1213,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1214,1214,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1215,1215,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1216,1216,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD
1217,1217,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
1218,1218,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1219,1219,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
1220,1220,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD
1221,1221,2198 cc,158 bhp @ 3200 rpm,385 Nm @ 1600 rpm,RWD
1222,1222,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1223,1223,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1224,1224,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1225,1225,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
1226,1226,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1227,1227,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD
1228,1228,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
1229,1229,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD
1230,1230,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1231,1231,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1232,1232,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD
1233,1233,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
1234,1234,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1235,1235,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1236,1236,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD
1237,1237,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1238,1238,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD
1239,1239,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1240,1240,1968 cc,141 bhp @ 4000 rpm,340 Nm @ 1750 rpm,AWD
1241,1241,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
1242,1242,1968 cc,174 bhp @ 3600 rpm,350 Nm @ 1500 rpm,FWD
1243,1243,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1244,1244,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1245,1245,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1246,1246,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1247,1247,6592 cc,570 bhp @ 5250 rpm,780 Nm @ 1500 rpm,RWD
1248,1248,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD
1249,1249,2199 cc,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,AWD
1250,1250,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD
1251,1251,2148 cc,170@3700,410@2000,RWD
1252,1252,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1253,1253,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1254,1254,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD
1255,1255,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD
1256,1256,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1257,1257,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD
1258,1258,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
1259,1259,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD
1260,1260,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1261,1261,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD
1262,1262,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
1263,1263,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
1264,1264,1794 cc,132@6000,170@4200,FWD
1265,1265,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1266,1266,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD
1267,1267,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1268,1268,1248 cc,75@4000,190@2000,FWD
1269,1269,1061 cc,67@6200,84@3500,FWD
1270,1270,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
1271,1271,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1272,1272,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1273,1273,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1274,1274,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1275,1275,1998 cc,189 bhp @ 5000 rpm,280 Nm @ 1350 rpm,FWD
1276,1276,1988 cc,295 bhp @ 6500 rpm,380 Nm @ 2150 rpm,RWD
1277,1277,1298 cc,87@6000,113@4500,FWD
1278,1278,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1279,1279,999 cc,124 bhp @ 6000 rpm,,FWD
1280,1280,1399 cc,69@4000,160@2000,FWD
1281,1281,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
1282,1282,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1283,1283,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1284,1284,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
1285,1285,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1286,1286,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
1287,1287,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1288,1288,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1289,1289,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1290,1290,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD
1291,1291,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD
1292,1292,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD
1293,1293,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD
1294,1294,1086 cc,67@5500,99@2800,FWD
1295,1295,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD
1296,1296,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD
1297,1297,2494 cc,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,RWD
1298,1298,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD
1299,1299,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
1300,1300,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD
1301,1301,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1302,1302,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1303,1303,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1304,1304,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
1305,1305,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD
1306,1306,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD
1307,1307,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD
1308,1308,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD
1309,1309,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1310,1310,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD
1311,1311,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
